subject, block, trial, offer_right, offer_left, exp_value_right, exp_value_left, key, key_ID, chosen_card, unchosen_card, rt, reward
0,0,54, 2.png, 1.png,0.57958563,0.47579774, pressed left button,4,1,2,0.3576346,1
0,0,55, 1.png, 2.png,0.46876027,0.5730182, pressed right button,5,1,2,0.3891879,1
0,0,56, 1.png, 2.png,0.47226086,0.55914168, pressed right button,5,1,2,0.5804223,1
0,0,57, 1.png, 2.png,0.48123031,0.52969211, pressed right button,5,1,2,0.6642548,0
0,0,58, 1.png, 2.png,0.44508451,0.52345804, pressed right button,5,1,2,0.6072866,1
0,0,59, 1.png, 2.png,0.47180429,0.51747114, pressed right button,5,1,2,0.4027126,1
0,0,60, 2.png, 1.png,0.48167139,0.47269556, pressed left button,4,1,2,0.4697022,0
0,0,61, 1.png, 2.png,0.51407401,0.5048448, pressed right button,5,1,2,0.5608746,1
0,0,62, 1.png, 2.png,0.47425831,0.48878139, pressed right button,5,1,2,0.4075047,1
0,0,63, 1.png, 2.png,0.45472194,0.48387052, pressed left button,4,2,1,0.6404762,0
0,0,64, 2.png, 1.png,0.49469685,0.45733921, pressed right button,5,2,1,0.5747365,1
0,0,65, 2.png, 1.png,0.51077025,0.49081758, pressed right button,5,2,1,0.5444858,1
0,0,66, 1.png, 2.png,0.54477401,0.52474082, pressed right button,5,1,2,0.3493073,0
0,0,67, 2.png, 1.png,0.48970627,0.54001411, pressed left button,4,1,2,0.5209774,1
0,0,68, 1.png, 2.png,0.56796924,0.50062098, pressed right button,5,1,2,0.384826,1
0,0,69, 1.png, 2.png,0.60501449,0.52406385, pressed right button,5,1,2,0.2850391,0
0,0,70, 2.png, 1.png,0.51586742,0.54701455, pressed left button,4,1,2,0.7759693,0
0,0,71, 1.png, 2.png,0.53540954,0.50483561, pressed right button,5,1,2,0.7043751,1
0,0,72, 2.png, 1.png,0.49790795,0.55461799, pressed left button,4,1,2,0.7514043,0
0,0,73, 2.png, 1.png,0.46044214,0.54943097, pressed left button,4,1,2,0.4575406,0
0,0,74, 1.png, 2.png,0.5439532,0.44071895, pressed left button,4,2,1,0.2724647,0
0,0,75, 2.png, 1.png,0.4499043,0.58474324, pressed left button,4,1,2,0.26961,0
0,0,76, 2.png, 1.png,0.46174599,0.6217131, pressed right button,5,2,1,0.3772109,1
0,0,77, 2.png, 1.png,0.45322719,0.62231837, pressed left button,4,1,2,0.5310606,0
0,0,78, 2.png, 1.png,0.44354427,0.6079382, pressed right button,5,2,1,0.3364874,0
0,0,79, 1.png, 2.png,0.63103477,0.43829184, pressed left button,4,2,1,0.2907223,1
0,0,80, 2.png, 1.png,0.41849364,0.69749351, pressed right button,5,2,1,0.4260643,0
0,0,81, 1.png, 2.png,0.65994047,0.42271111, pressed right button,5,1,2,0.5998379,1
0,0,82, 1.png, 2.png,0.66791988,0.42304732, pressed right button,5,1,2,0.3321158,1
0,0,83, 2.png, 1.png,0.40524698,0.66829403, pressed left button,4,1,2,0.413211,1
0,0,84, 1.png, 2.png,0.67631837,0.40600375, pressed right button,5,1,2,0.5150014,1
0,0,85, 1.png, 2.png,0.65071166,0.40026013, pressed left button,4,2,1,0.32424,1
0,0,86, 2.png, 1.png,0.40650534,0.63520623, pressed right button,5,2,1,0.4894037,0
0,0,87, 1.png, 2.png,0.60347061,0.38628293, pressed right button,5,1,2,0.3521845,0
0,0,88, 2.png, 1.png,0.37420182,0.63733096, pressed right button,5,2,1,0.3758698,1
0,0,89, 1.png, 2.png,0.6083781,0.35229553, pressed left button,4,2,1,0.2843059,0
0,0,90, 1.png, 2.png,0.5968193,0.35898359, pressed right button,5,1,2,0.3082476,1
0,0,91, 1.png, 2.png,0.57489693,0.32523531, pressed right button,5,1,2,0.353121,0
0,0,92, 1.png, 2.png,0.55128889,0.3268759, pressed left button,4,2,1,0.2367593,0
0,0,93, 2.png, 1.png,0.35882333,0.52774345, pressed left button,4,1,2,0.3089553,0
0,0,94, 2.png, 1.png,0.3949442,0.53530998, pressed right button,5,2,1,0.3683255,0
0,0,95, 2.png, 1.png,0.39153298,0.56523975, pressed right button,5,2,1,0.9569129,1
0,0,96, 2.png, 1.png,0.39950853,0.50116191, pressed left button,4,1,2,0.3048456,1
0,0,97, 1.png, 2.png,0.48423724,0.39963173, pressed right button,5,1,2,0.3676735,0
0,0,98, 2.png, 1.png,0.38045394,0.46302955, pressed right button,5,2,1,0.4813845,0
0,0,99, 1.png, 2.png,0.45662196,0.36756741, pressed right button,5,1,2,0.3558198,0
0,0,100, 1.png, 2.png,0.49262346,0.33371617, pressed left button,4,2,1,0.3374307,0
